TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20220505220969,2,33,21,1,0,0,0
20220505220982,1,48,18,2,0,0,0
20220505220982,2,51,20,1,0,0,0
20220505220982,3,10,22,2,0,0,0
20220505220985,1,57,18,1,0,0,0
20220505220985,2,58,20,2,0,0,0
20220505220992,1,42,18,2,0,0,0
20220505220992,2,13,22,1,0,0,0
20220505220995,1,27,18,1,0,0,0
20220505220995,2,55,24,2,0,0,0
20220505220995,3,35,25,2,0,0,0
20220505220995,4,1,26,1,0,0,0
20220505221000,1,64,19,1,0,0,0
20220505221000,2,78,28,2,0,0,0
20220505221011,1,78,18,1,0,0,0
20220505221011,2,77,20,2,0,0,0
20220505221031,1,70,18,1,0,0,0
20220505221031,2,17,22,1,0,0,0
20220505221032,1,69,18,1,0,0,0
20220505221032,2,64,20,2,0,0,0
20220505221045,1,27,19,2,0,0,0
20220505221066,1,74,18,1,0,0,0
20220505221066,2,72,20,2,0,0,0
20220505221066,3,21,23,2,0,0,0
20220505221158,1,32,18,1,0,0,0
20220505221158,2,29,20,2,0,0,0
20220505221222,1,59,18,2,0,0,0
20220505221222,2,60,20,1,0,0,0
20220505221249,1,42,19,1,0,0,0
20220505221249,2,46,21,2,0,0,0
20220505221269,1,58,18,2,0,0,0
20220505221269,2,62,28,2,0,0,0
20220505221281,1,67,19,2,0,0,0
20220505221282,1,73,19,1,0,0,0
20220505221289,1,42,18,1,0,0,0
20220505221289,2,37,20,2,0,0,0
20220505221289,3,12,22,1,0,0,0
20220505221289,4,9,22,2,0,0,0
20220505221294,1,66,19,1,0,0,0
20220505221306,1,54,19,1,0,0,0
20220505221306,2,61,30,1,0,0,0
20220505221306,3,52,30,1,0,0,0
20220505221306,4,35,30,1,0,0,0
20220505221306,5,17,40,1,0,0,0
20220505221384,1,59,18,2,0,0,0
20220505221384,2,58,20,1,0,0,0
20220505221384,3,16,22,2,0,0,0
20220505221403,1,73,19,2,0,0,0
20220505221416,1,31,19,1,0,0,0
20220505221434,1,33,19,1,0,0,0
20220505221468,1,72,19,2,0,0,0
20220505221485,1,72,18,2,0,0,0
20220505221485,2,80,20,1,0,0,0
20220505221495,1,47,19,2,0,0,0
20220505221496,1,27,18,2,0,0,0
20220505221496,2,47,24,2,0,0,0
20220505221500,1,33,18,2,0,0,0
20220505221500,2,40,21,1,0,0,0
20220505221500,5,5,22,2,0,0,0
20220505221517,1,76,18,2,0,0,0
20220505221517,2,78,20,1,0,0,0
20220505221522,1,62,19,2,0,0,0
20220505221537,1,69,19,2,0,0,0
20220505221542,1,42,18,2,0,0,0
20220505221542,2,42,20,1,0,0,0
20220505221542,3,12,22,1,0,0,0
20220505221542,4,10,22,2,0,0,0
20220505221562,1,78,18,1,0,0,0
20220505221562,2,78,20,2,0,0,0
20220505221562,3,56,22,2,0,0,0
20220505221568,1,72,18,2,0,0,0
20220505221568,2,76,20,1,0,0,0
20220505221596,1,59,18,2,0,0,0
20220505221596,2,63,20,1,0,0,0
20220505221612,1,77,19,1,0,0,0
20220505221612,2,74,20,2,0,0,0
20220505221628,1,68,18,2,0,0,0
20220505221628,2,39,22,2,0,0,0
20220505221628,3,15,23,1,0,0,0
20220505221628,4,42,26,1,0,0,0
20220505221629,1,36,18,2,0,0,0
20220505221629,2,38,20,2,0,0,0
20220505221629,3,5,22,2,0,0,0
20220505221658,1,54,18,2,0,0,0
20220505221658,2,57,20,1,0,0,0
20220505221676,1,46,18,2,0,0,0
20220505221676,2,44,20,1,0,0,0
20220505221676,3,25,22,2,0,0,0
20220505221676,4,6,23,1,0,0,0
20220505221676,5,1,23,1,0,0,0
20220505221684,1,35,19,1,0,0,0
20220505221691,1,64,18,2,0,0,0
20220505221691,2,67,20,1,0,0,0
20220505221698,1,41,18,2,0,0,0
20220505221698,2,14,22,2,0,0,0
20220505221711,1,56,18,2,0,0,0
20220505221711,2,58,20,1,0,0,0
20220505221809,1,37,18,1,0,0,0
20220505221809,2,36,20,2,0,0,0
20220505221809,3,5,22,2,0,0,0
20220505221809,4,3,22,2,0,0,0
20220505221839,1,46,18,2,0,0,0
20220505221839,2,20,22,2,0,0,0
20220505221841,1,43,18,2,0,0,0
20220505221841,2,39,20,1,0,0,0
20220505221841,3,17,22,2,0,0,0
20220505221841,4,16,22,1,0,0,0
20220505221841,5,15,22,2,0,0,0
20220505221841,6,10,22,1,0,0,0
20220505221847,1,80,18,1,0,0,0
20220505221847,2,78,20,2,0,0,0
20220505221857,1,54,18,2,0,0,0
20220505221857,2,54,20,1,0,0,0
20220505221857,3,19,22,2,0,0,0
20220505221870,1,43,18,1,0,0,0
20220505221870,2,43,20,2,0,0,0
20220505221870,3,7,22,2,0,0,0
20220505221870,4,5,22,2,0,0,0
20220505221896,1,62,18,2,0,0,0
20220505221896,2,65,20,1,0,0,0
20220505221898,1,80,18,2,0,0,0
20220505221898,2,80,20,1,0,0,0
20220505221904,1,62,18,2,0,0,0
20220505221904,2,62,20,1,0,0,0
20220505221914,1,51,18,2,0,0,0
20220505221914,2,20,22,1,0,0,0
20220505221927,1,40,18,1,0,0,0
20220505221927,2,38,20,2,0,0,0
20220505221927,3,13,22,2,0,0,0
20220505221927,4,7,22,1,0,0,0
20220505221930,1,47,18,2,0,0,0
20220505221930,2,54,20,1,0,0,0
20220505221930,3,14,22,2,0,0,0
20220505221935,1,71,19,1,0,0,0
20220505221955,1,33,19,1,0,0,0
20220505221965,1,61,18,2,0,0,0
20220505221965,2,72,20,1,0,0,0
20220505221971,1,63,18,2,0,0,0
20220505221971,2,85,24,2,60,0,0
20220505221975,1,85,19,2,60,0,0
20220505221990,1,58,19,1,0,0,0
20220505222021,1,54,19,1,0,0,0
20220505222048,1,39,18,1,0,0,0
20220505222048,2,36,20,2,0,0,0
20220505222048,3,4,22,1,0,0,0
20220505222048,4,1,22,2,0,0,0
20220505222052,1,80,19,2,0,0,0
20220505222068,1,56,18,2,0,0,0
20220505222068,2,62,20,1,0,0,0
20220505222069,1,68,18,2,0,0,0
20220505222069,2,71,20,1,0,0,0
20220505222099,1,42,19,2,0,0,0
20220505222141,1,85,19,2,60,0,0
20220505222175,1,59,19,1,0,0,0
20220505222224,1,57,18,2,0,0,0
20220505222224,2,57,20,1,0,0,0
20220505222224,3,26,22,1,0,0,0
20220505222254,1,57,18,1,0,0,0
20220505222254,2,49,20,2,0,0,0
20220505222298,1,40,18,1,0,0,0
20220505222298,2,33,20,2,0,0,0
20220505222298,3,4,22,1,0,0,0
20220505222298,4,2,22,2,0,0,0
20220505222298,5,0,22,1,0,0,0
20220505222323,1,30,18,1,0,0,0
20220505222323,2,30,20,2,0,0,0
20220505222323,3,2,22,1,0,0,0
20220505222389,1,54,19,1,0,0,0
20220505222420,1,67,18,1,0,0,0
20220505222420,2,66,20,2,0,0,0
20220505222430,1,32,18,2,0,0,0
20220505222430,2,11,22,1,0,0,0
20220505222430,3,9,22,1,0,0,0
20220505222430,6,3,27,2,0,0,0
20220505222440,1,60,18,2,0,0,0
20220505222440,2,60,20,1,0,0,0
20220505222466,1,56,19,2,0,0,0
20220505222467,1,40,18,2,0,0,0
20220505222467,2,39,20,1,0,0,0
20220505222467,3,9,22,1,0,0,0
20220505222467,4,6,22,2,0,0,0
20220505222473,1,59,18,2,0,0,0
20220505222473,2,70,20,1,0,0,0
20220505222473,3,21,22,2,0,0,0
20220505222512,1,50,18,1,0,0,0
20220505222512,2,49,20,2,0,0,0
20220505222512,3,17,22,2,0,0,0
20220505222534,1,20,18,1,0,0,0
20220505222534,2,42,24,2,0,0,0
20220505222534,3,45,24,1,0,0,0
20220505222534,4,22,25,1,0,0,0
20220505222534,5,19,25,1,0,0,0
20220505222534,6,16,25,1,0,0,0
20220505222558,1,18,18,1,0,0,0
20220505222558,2,56,24,1,0,0,0
20220505222558,3,47,24,2,0,0,0
20220505222558,4,16,25,1,0,0,0
20220505222558,5,80,26,2,60,0,0
20220505222586,1,55,18,2,0,0,0
20220505222586,2,32,22,1,0,0,0
20220505222586,3,26,22,1,0,0,0
20220603220846,1,30,19,1,0,0,0
20220603221262,1,41,18,2,0,0,0
20220603221262,2,41,20,1,0,0,0
20220603221262,3,18,22,1,0,0,0
20220603221262,4,13,22,2,0,0,0
20220603221262,5,5,22,2,0,0,0
20220603221335,1,63,19,2,0,0,0
20220603221345,1,73,18,2,0,0,0
20220603221345,2,44,22,1,0,0,0
20220603221375,1,68,18,1,0,0,0
20220603221375,2,67,20,2,0,0,0
20220603221469,1,56,18,1,0,0,0
20220603221469,2,62,20,2,0,0,0
20220603221469,3,20,22,1,0,0,0
20220603221469,4,19,22,1,0,0,0
20220603221538,1,20,18,1,0,0,0
20220603221538,2,46,24,2,0,0,0
20220603221538,3,48,24,1,0,0,0
20220603221538,4,15,25,1,0,0,0
20220603221693,1,32,18,1,0,0,0
20220603221693,2,31,20,2,0,0,0
20220603221693,3,4,22,1,0,0,0
20220603221693,4,1,22,2,0,0,0
20220603221935,1,85,19,2,60,0,0
20220603222270,1,64,18,1,0,0,0
20220603222270,2,63,20,2,0,0,0
20220603222502,1,67,18,2,0,0,0
20220603222502,2,73,20,1,0,0,0
20220603222550,1,69,19,1,0,0,0
20220604220015,1,73,19,1,0,0,0
20220604220019,1,50,18,2,0,0,0
20220604220019,2,60,21,1,0,0,0
20220604220048,1,56,18,1,0,0,0
20220604220048,2,80,24,2,0,0,0
20220604220065,1,22,19,1,0,0,0
20220604220065,2,23,21,2,0,0,0
20220604220521,1,59,18,1,0,0,0
20220604220521,2,49,20,2,0,0,0
20220604220594,1,53,18,2,0,0,0
20220604220594,2,69,20,1,0,0,0
20220604220598,1,60,18,2,0,0,0
20220604220598,2,64,24,1,0,0,0
20220604220619,1,51,18,1,0,0,0
20220604220619,2,48,20,2,0,0,0
20220604220619,3,19,22,1,0,0,0
20220604220619,4,16,22,2,0,0,0
20220604220669,1,69,18,1,0,0,0
20220604220669,2,68,20,2,0,0,0
20220604220680,1,55,18,2,0,0,0
20220604220680,2,57,20,1,0,0,0
20220604220680,3,15,22,2,0,0,0
20220604220694,1,47,18,2,0,0,0
20220604220694,2,50,20,1,0,0,0
20220604220694,3,19,22,2,0,0,0
20220604220694,4,16,22,2,0,0,0
20220604220703,1,51,18,1,0,0,0
20220604220703,2,48,20,2,0,0,0
20220604220715,1,36,19,2,0,0,0
20220604220715,2,45,21,1,0,0,0
20220604220735,1,78,18,1,0,0,0
20220604220735,2,78,20,2,0,0,0
20220604220760,1,67,18,2,0,0,0
20220604220760,2,67,20,1,0,0,0
20220604220772,1,70,19,2,0,0,0
20220604220780,1,49,18,2,0,0,0
20220604220780,2,48,20,1,0,0,0
20220604220824,1,24,18,2,0,0,0
20220604220824,2,22,20,1,0,0,0
20220604220824,3,4,22,2,0,0,0
20220604220849,1,55,18,1,0,0,0
20220604220849,2,55,20,2,0,0,0
20220604220935,1,40,18,1,0,0,0
20220604220935,2,35,20,2,0,0,0
20220604220935,3,2,22,1,0,0,0
20220604220939,1,28,18,2,0,0,0
20220604220939,2,28,20,1,0,0,0
20220604220939,3,1,22,1,0,0,0
20220604220942,1,31,18,2,0,0,0
20220604220942,2,36,20,1,0,0,0
20220604220942,3,2,22,1,0,0,0
20220604220942,4,1,22,2,0,0,0
20220604220964,1,21,18,2,0,0,0
20220604220964,2,60,24,1,0,0,0
20220604220976,1,69,18,1,0,0,0
20220604220976,2,69,20,2,0,0,0
20220604220982,1,48,18,2,0,0,0
20220604220982,2,54,20,1,0,0,0
20220604220997,1,69,19,1,0,0,0
20220604221023,1,34,18,1,0,0,0
20220604221023,2,37,20,2,0,0,0
20220604221023,3,5,22,2,0,0,0
20220604221023,4,13,22,2,0,0,0
20220604221086,1,79,19,2,0,0,0
20220604221100,1,62,18,2,0,0,0
20220604221100,2,79,20,1,0,0,0
20220604221138,1,45,18,1,0,0,0
20220604221138,2,40,20,2,0,0,0
20220604221138,3,13,22,1,0,0,0
20220604221138,4,10,22,1,0,0,0
20220604221138,5,75,24,2,0,0,0
20220604221184,1,41,18,1,0,0,0
20220604221184,2,44,20,2,0,0,0
20220604221184,3,9,22,2,0,0,0
20220604221198,1,76,18,1,0,0,0
20220604221198,2,61,20,2,0,0,0
20220604221227,1,27,18,2,0,0,0
20220604221227,2,31,20,1,0,0,0
20220604221253,1,41,19,1,0,0,0
20220604221255,1,68,19,1,0,0,0
20220604221291,1,44,18,1,0,0,0
20220604221291,2,38,20,2,0,0,0
20220604221291,3,3,22,1,0,0,0
20220604221291,4,1,22,2,0,0,0
20220604221308,1,37,18,2,0,0,0
20220604221308,2,40,20,1,0,0,0
20220604221308,3,16,22,1,0,0,0
20220604221315,1,79,18,1,0,0,0
20220604221315,2,77,20,2,0,0,0
20220604221368,1,43,18,2,0,0,0
20220604221368,2,39,20,1,0,0,0
20220604221368,3,17,22,1,0,0,0
20220604221385,1,57,18,1,0,0,0
20220604221385,2,55,20,2,0,0,0
20220604221388,1,29,18,2,0,0,0
20220604221388,2,32,20,1,0,0,0
20220604221393,1,32,18,2,0,0,0
20220604221393,3,5,22,1,0,0,0
20220604221393,4,0,22,2,0,0,0
20220604221398,1,43,18,2,0,0,0
20220604221398,2,40,20,1,0,0,0
20220604221398,3,1,22,2,0,0,0
20220604221411,1,61,19,2,0,0,0
20220604221435,1,85,18,1,60,0,0
20220604221435,2,70,22,2,0,0,0
20220604221448,1,35,18,1,0,0,0
20220604221448,2,41,20,2,0,0,0
20220604221448,3,15,22,1,0,0,0
20220604221448,4,10,22,2,0,0,0
20220604221477,1,44,18,1,0,0,0
20220604221477,2,48,20,2,0,0,0
20220604221477,3,15,22,1,0,0,0
20220604221515,1,40,18,1,0,0,0
20220604221515,2,40,20,2,0,0,0
20220604221515,3,18,22,1,0,0,0
20220604221515,4,15,22,2,0,0,0
20220604221534,1,44,18,2,0,0,0
20220604221534,2,45,20,1,0,0,0
20220604221534,3,15,22,2,0,0,0
20220604221534,4,11,22,2,0,0,0
20220604221578,1,16,18,1,0,0,0
20220604221578,2,49,24,2,0,0,0
20220604221578,3,47,24,1,0,0,0
20220604221580,1,63,19,1,0,0,0
20220604221647,1,62,18,1,0,0,0
20220604221647,2,65,20,2,0,0,0
20220604221674,1,70,18,2,0,0,0
20220604221674,2,71,20,1,0,0,0
20220604221693,1,69,18,2,0,0,0
20220604221693,2,70,20,1,0,0,0
20220604221696,1,52,18,1,0,0,0
20220604221696,2,58,20,2,0,0,0
20220604221727,1,39,18,2,0,0,0
20220604221727,2,48,20,1,0,0,0
20220604221727,3,5,22,1,0,0,0
20220604221727,4,0,22,1,0,0,0
20220604221740,1,66,18,2,0,0,0
20220604221740,2,68,20,1,0,0,0
20220604221744,1,43,18,2,0,0,0
20220604221744,2,45,20,1,0,0,0
20220604221744,3,17,22,1,0,0,0
20220604221744,4,16,22,1,0,0,0
20220604221744,5,14,22,1,0,0,0
20220604221744,6,12,22,2,0,0,0
20220604221745,1,73,18,2,0,0,0
20220604221745,2,34,22,1,0,0,0
20220604221749,1,50,18,2,0,0,0
20220604221749,2,50,20,1,0,0,0
20220604221749,3,18,22,1,0,0,0
20220604221749,4,16,22,2,0,0,0
20220604221749,5,11,22,2,0,0,0
20220604221780,1,42,18,2,0,0,0
20220604221780,2,76,24,2,0,0,0
20220604221780,3,45,20,1,0,0,0
20220604221780,4,16,26,2,0,0,0
20220604221780,5,13,26,1,0,0,0
20220604221780,6,13,26,1,0,0,0
20220604221782,1,23,19,2,0,0,0
20220604221782,2,49,24,2,0,0,0
20220604221782,3,11,25,1,0,0,0
20220604221782,4,13,25,1,0,0,0
20220604221784,1,42,18,2,0,0,0
20220604221784,2,40,20,1,0,0,0
20220604221784,3,10,22,2,0,0,0
20220604221784,4,7,22,2,0,0,0
20220604221840,1,66,19,2,0,0,0
20220604221877,1,41,18,2,0,0,0
20220604221877,2,18,22,1,0,0,0
20220604221877,3,5,22,1,0,0,0
20220604221912,1,62,18,1,0,0,0
20220604221912,2,56,20,2,0,0,0
20220604221951,1,56,19,2,0,0,0
20220604221953,1,73,18,2,0,0,0
20220604221953,2,68,20,1,0,0,0
20220604221967,1,68,19,1,0,0,0
20220604221968,1,45,18,1,0,0,0
20220604221968,2,43,20,2,0,0,0
20220604221968,3,11,22,2,0,0,0
20220604221968,4,9,22,1,0,0,0
20220604221968,5,2,22,1,0,0,0
20220604221984,1,52,18,1,0,0,0
20220604221984,2,52,20,2,0,0,0
20220604221991,1,55,19,2,0,0,0
20220604221992,1,39,18,1,0,0,0
20220604221992,2,58,26,1,0,0,0
20220604221992,3,53,25,2,0,0,0
20220604221992,4,19,26,1,0,0,0
20220604221992,6,14,26,2,0,0,0
20220604221994,1,48,19,2,0,0,0
20220604221995,1,51,18,1,0,0,0
20220604221995,2,50,20,2,0,0,0
20220604221995,3,18,22,1,0,0,0
20220604221995,4,13,22,1,0,0,0
20220604221997,1,77,19,1,0,0,0
20220604221998,1,34,19,1,0,0,0
20220604222002,1,43,18,2,0,0,0
20220604222002,2,45,20,1,0,0,0
20220604222002,3,1,22,1,0,0,0
20220604222008,1,32,18,1,0,0,0
20220604222008,2,34,25,1,0,0,0
20220604222008,3,35,26,2,0,0,0
20220604222008,5,13,26,1,0,0,0
20220604222008,6,11,26,2,0,0,0
20220604222049,1,29,19,1,0,0,0
20220604222049,2,29,21,2,0,0,0
20220604222096,1,16,18,2,0,0,0
20220604222096,2,42,24,1,0,0,0
20220604222096,3,46,24,2,0,0,0
20220604222096,5,13,25,1,0,0,0
20220604222099,1,61,18,2,0,0,0
20220604222099,2,68,20,1,0,0,0
20220604222099,3,23,22,2,0,0,0
20220604222164,1,19,18,2,0,0,0
20220604222164,2,46,24,2,0,0,0
20220604222164,3,48,24,1,0,0,0
20220604222164,4,15,25,2,0,0,0
20220604222167,1,39,18,2,0,0,0
20220604222167,2,43,20,1,0,0,0
20220604222167,3,10,22,1,0,0,0
20220604222167,4,5,22,1,0,0,0
20220604222197,1,71,18,2,0,0,0
20220604222197,2,70,20,1,0,0,0
20220604222223,1,55,18,2,0,0,0
20220604222223,2,57,20,1,0,0,0
20220604222227,1,20,18,1,0,0,0
20220604222227,2,46,24,2,0,0,0
20220604222227,3,50,24,1,0,0,0
20220604222227,4,23,25,2,0,0,0
20220604222227,5,6,26,2,0,0,0
20220604222262,1,28,18,2,0,0,0
20220604222262,2,30,21,1,0,0,0
20220604222264,1,76,18,2,0,0,0
20220604222264,2,80,20,1,0,0,0
20220604222264,3,55,22,1,0,0,0
20220604222264,4,15,23,2,0,0,0
20220604222270,1,44,18,1,0,0,0
20220604222270,2,11,22,2,0,0,0
20220604222270,3,13,40,2,0,0,0
20220604222270,4,17,40,2,0,0,0
20220604222293,1,76,19,2,0,0,0
20220604222293,2,62,21,1,0,0,0
20220604222301,1,51,18,2,0,0,0
20220604222301,2,51,20,1,0,0,0
20220604222301,3,20,22,2,0,0,0
20220604222301,4,17,22,2,0,0,0
20220604222338,1,47,18,1,0,0,0
20220604222338,2,45,20,2,0,0,0
20220604222338,3,12,22,1,0,0,0
20220604222347,1,18,18,2,0,0,0
20220604222347,2,48,24,2,0,0,0
20220604222347,3,48,24,1,0,0,0
20220604222347,4,16,25,2,0,0,0
20220604222347,5,20,25,1,0,0,0
20220604222347,6,14,25,1,0,0,0
20220604222347,7,12,25,2,0,0,0
20220604222347,8,10,25,1,0,0,0
20220604222347,9,9,25,1,0,0,0
20220604222347,10,5,25,1,0,0,0
20220604222347,11,4,25,2,0,0,0
20220604222351,1,27,18,2,0,0,0
20220604222351,2,4,22,2,0,0,0
20220604222351,3,1,22,1,0,0,0
20220604222353,1,41,18,2,0,0,0
20220604222353,2,44,20,1,0,0,0
20220604222353,3,20,22,1,0,0,0
20220604222353,6,13,22,2,0,0,0
20220604222399,1,37,18,1,0,0,0
20220604222399,2,37,20,2,0,0,0
20220604222399,3,5,22,2,0,0,0
20220604222399,4,1,22,2,0,0,0
20220604222423,1,80,18,2,0,0,0
20220604222423,2,80,30,1,0,0,0
20220604222423,4,15,23,2,0,0,0
20220604222423,5,15,23,1,0,0,0
20220604222441,1,50,18,1,0,0,0
20220604222441,2,45,20,2,0,0,0
20220604222448,1,67,18,1,0,0,0
20220604222448,2,63,20,2,0,0,0
20220604222451,1,80,18,1,0,0,0
20220604222451,2,75,20,2,0,0,0
20220604222464,1,39,18,2,0,0,0
20220604222464,2,15,22,2,0,0,0
20220604222487,1,17,18,1,0,0,0
20220604222487,2,26,25,1,0,0,0
20220604222487,3,26,26,2,0,0,0
20220604222487,4,9,26,2,0,0,0
20220604222487,5,6,26,2,0,0,0
20220604222487,7,17,25,1,0,0,0
20220604222487,8,17,25,1,0,0,0
20220604222502,1,51,19,2,0,0,0
20220604222502,2,43,21,1,0,0,0
20220604222513,1,57,18,2,0,0,0
20220604222513,2,63,20,2,0,0,0
20220604222553,1,85,18,2,60,0,0
20220604222553,2,85,20,1,60,0,0
20220604222595,1,70,18,2,0,0,0
20220604222595,2,48,22,1,0,0,0
20220604222595,3,35,22,2,0,0,0
20220605220005,1,28,19,1,0,0,0
20220605220021,1,65,19,1,0,0,0
20220605220027,1,85,19,2,60,0,0
20220605220036,1,58,19,2,0,0,0
20220605220072,1,36,18,1,0,0,0
20220605220072,2,36,20,2,0,0,0
20220605220075,1,25,18,2,0,0,0
20220605220075,2,37,20,1,0,0,0
20220605220075,3,14,22,1,0,0,0
20220605220075,4,13,22,1,0,0,0
20220605220075,5,11,22,1,0,0,0
20220605220075,6,9,22,2,0,0,0
20220605220075,7,2,22,1,0,0,0
20220605220075,8,0,22,1,0,0,0
20220605220077,1,39,19,1,0,0,0
20220605220083,1,80,18,2,0,0,0
20220605220083,2,85,20,1,60,0,0
20220605220088,1,47,18,2,0,0,0
20220605220088,2,16,22,1,0,0,0
20220605220088,3,14,22,1,0,0,0
20220605220090,1,38,18,2,0,0,0
20220605220090,2,45,20,1,0,0,0
20220605220090,3,6,22,1,0,0,0
20220605220090,4,3,22,2,0,0,0
20220605220095,1,67,19,2,0,0,0
20220605220100,1,41,18,2,0,0,0
20220605220100,2,40,20,1,0,0,0
20220605220100,3,11,22,2,0,0,0
20220605220100,4,9,22,1,0,0,0
20220605220504,1,66,18,2,0,0,0
20220605220504,2,70,20,1,0,0,0
20220605220504,3,42,22,2,0,0,0
20220605220520,1,54,18,2,0,0,0
20220605220520,2,56,20,1,0,0,0
20220605220521,1,72,18,2,0,0,0
20220605220521,2,77,20,1,0,0,0
20220605220527,1,52,18,1,0,0,0
20220605220527,2,53,20,2,0,0,0
20220605220528,1,31,18,1,0,0,0
20220605220528,2,31,20,2,0,0,0
20220605220528,3,5,22,2,0,0,0
20220605220528,4,1,22,1,0,0,0
20220605220529,1,24,19,1,0,0,0
20220605220529,2,17,26,1,0,0,0
20220605220535,1,79,19,1,0,0,0
20220605220537,1,31,18,2,0,0,0
20220605220537,2,35,20,1,0,0,0
20220605220537,3,7,22,1,0,0,0
20220605220537,4,4,22,2,0,0,0
20220605220541,1,85,19,2,60,0,0
20220605220542,1,63,19,2,0,0,0
20220605220549,1,19,18,1,0,0,0
20220605220549,2,49,24,2,0,0,0
20220605220549,3,50,24,1,0,0,0
20220605220554,1,68,18,1,0,0,0
20220605220554,2,61,20,2,0,0,0
20220605220558,1,26,18,1,0,0,0
20220605220558,2,62,24,2,0,0,0
20220605220558,3,64,24,1,0,0,0
20220605220558,4,30,25,2,0,0,0
20220605220560,1,28,19,1,0,0,0
20220605220569,1,39,18,2,0,0,0
20220605220569,2,14,22,1,0,0,0
20220605220574,1,54,19,1,0,0,0
20220605220575,1,37,19,1,0,0,0
20220605220577,1,56,19,2,0,0,0
20220605220583,1,16,18,1,0,0,0
20220605220583,2,43,24,1,0,0,0
20220605220583,3,41,24,2,0,0,0
20220605220583,4,13,25,1,0,0,0
20220605220587,1,80,19,2,0,0,0
20220605220589,1,58,19,2,0,0,0
20220605220591,1,85,19,2,60,0,0
20220605220594,1,62,18,1,0,0,0
20220605220594,2,59,20,2,0,0,0
20220605220595,1,51,18,1,0,0,0
20220605220595,2,52,20,2,0,0,0
20220605220595,3,20,22,1,0,0,0
20220605220595,4,17,22,2,0,0,0
20220605220597,1,40,18,1,0,0,0
20220605220597,2,55,28,1,0,0,0
20220605220599,1,28,18,2,0,0,0
20220605220599,2,26,21,1,0,0,0
20220605220601,1,75,19,2,0,0,0
20220605220609,1,26,19,2,0,0,0
20220605220619,1,42,18,1,0,0,0
20220605220619,2,11,22,1,0,0,0
20220605220621,1,61,18,1,0,0,0
20220605220630,1,57,18,1,0,0,0
20220605220630,2,68,21,2,0,0,0
20220605220631,1,51,18,1,0,0,0
20220605220631,2,50,20,2,0,0,0
20220605220631,3,19,22,1,0,0,0
20220605220635,1,62,18,1,0,0,0
20220605220635,2,60,20,2,0,0,0
20220605220640,1,27,18,2,0,0,0
20220605220640,2,57,24,1,0,0,0
20220605220640,3,57,24,2,0,0,0
20220605220640,4,29,25,1,0,0,0
20220605220640,5,21,25,1,0,0,0
20220605220642,1,50,19,1,0,0,0
20220605220656,1,52,18,2,0,0,0
20220605220656,2,57,20,1,0,0,0
20220605220661,1,80,19,2,0,0,0
20220605220665,1,35,18,2,0,0,0
20220605220665,2,42,21,2,0,0,0
20220605220665,3,39,28,2,0,0,0
20220605220666,1,63,18,2,0,0,0
20220605220666,2,68,20,1,0,0,0
20220605220667,1,59,18,1,0,0,0
20220605220667,2,61,20,2,0,0,0
20220605220668,1,61,18,2,0,0,0
20220605220668,2,75,20,1,0,0,0
20220605220676,1,17,18,1,0,0,0
20220605220676,2,57,24,1,0,0,0
20220605220676,3,57,24,2,0,0,0
20220605220676,4,17,25,1,0,0,0
20220605220678,1,44,18,1,0,0,0
20220605220678,2,43,20,2,0,0,0
20220605220678,3,11,22,1,0,0,0
20220605220678,4,6,22,2,0,0,0
20220605220681,1,75,19,2,0,0,0
20220605220682,1,48,18,2,0,0,0
20220605220682,2,49,20,1,0,0,0
20220605220682,3,14,22,1,0,0,0
20220605220682,4,8,22,1,0,0,0
20220605220694,1,46,18,2,0,0,0
20220605220694,2,46,20,1,0,0,0
20220605220694,3,12,22,1,0,0,0
20220605220694,4,7,22,2,0,0,0
20220605220697,1,44,18,2,0,0,0
20220605220697,2,5,22,1,0,0,0
20220605220698,1,50,18,2,0,0,0
20220605220698,2,20,22,1,0,0,0
20220605220700,1,39,19,1,0,0,0
20220605220706,1,60,18,1,0,0,0
20220605220706,2,60,20,2,0,0,0
20220605220706,3,23,22,2,0,0,0
20220605220707,1,16,18,2,0,0,0
20220605220707,2,47,24,2,0,0,0
20220605220707,3,47,24,1,0,0,0
20220605220707,4,12,25,2,0,0,0
20220605220707,5,7,25,1,0,0,0
20220605220721,1,21,18,2,0,0,0
20220605220721,2,42,24,2,0,0,0
20220605220721,3,19,25,1,0,0,0
20220605220721,4,11,25,1,0,0,0
20220605220728,1,28,18,2,0,0,0
20220605220728,2,31,20,1,0,0,0
20220605220732,1,57,18,1,0,0,0
20220605220732,2,4,23,2,0,0,0
20220605220732,3,36,26,1,0,0,0
20220605220732,4,34,26,2,0,0,0
20220605220733,1,65,18,1,0,0,0
20220605220733,2,64,20,2,0,0,0
20220605220740,1,61,18,2,0,0,0
20220605220740,2,66,20,1,0,0,0
20220605220742,1,80,19,2,0,0,0
20220605220744,1,25,19,2,0,0,0
20220605220747,1,60,19,2,0,0,0
20220605220747,2,65,30,1,0,0,0
20220605220752,1,72,18,2,0,0,0
20220605220752,2,67,26,2,0,0,0
20220605220752,3,37,26,1,0,0,0
20220605220756,1,27,18,2,0,0,0
20220605220756,2,31,20,1,0,0,0
20220605220756,3,0,22,2,0,0,0
20220605220757,1,41,18,1,0,0,0
20220605220757,2,40,20,2,0,0,0
