TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20220112211799,2,52,20,1,0,0,0
20220112211799,3,13,22,1,0,0,0
20220112211799,4,12,22,2,0,0,0
20220112211799,5,6,22,1,0,0,0
20220112211806,1,39,18,1,0,0,0
20220112211806,2,38,20,2,0,0,0
20220112211806,3,8,22,2,0,0,0
20220112211806,4,6,22,1,0,0,0
20220112211811,1,66,18,2,0,0,0
20220112211811,3,9,23,1,0,0,0
20220112211812,1,75,19,2,0,0,0
20220112211812,2,65,28,1,0,0,0
20220112211815,1,73,19,2,0,0,0
20220112211819,1,45,18,2,0,0,0
20220112211819,2,52,20,1,0,0,0
20220112211819,3,15,22,1,0,0,0
20220112211819,4,6,22,2,0,0,0
20220112211819,5,27,26,1,0,0,0
20220112211820,1,41,18,2,0,0,0
20220112211820,2,12,22,2,0,0,0
20220112211820,3,9,22,2,0,0,0
20220112211820,4,4,22,2,0,0,0
20220112211820,5,63,24,2,0,0,0
20220112211821,1,75,18,2,0,0,0
20220112211821,2,85,24,2,60,0,0
20220112211822,1,59,19,2,0,0,0
20220112211823,1,55,18,2,0,0,0
20220112211823,2,69,20,1,0,0,0
20220112211828,1,44,18,2,0,0,0
20220112211828,2,20,22,1,0,0,0
20220112211828,3,17,22,2,0,0,0
20220112211830,1,31,18,2,0,0,0
20220112211830,2,13,22,1,0,0,0
20220112211830,3,10,22,2,0,0,0
20220112211837,1,61,19,1,0,0,0
20220112211841,1,47,19,2,0,0,0
20220112211846,1,46,18,1,0,0,0
20220112211846,2,43,20,2,0,0,0
20220112211846,3,11,22,1,0,0,0
20220112211846,4,9,22,2,0,0,0
20220112211851,1,70,18,2,0,0,0
20220112211851,2,85,24,2,60,0,0
20220112211851,3,70,20,1,0,0,0
20220112211852,1,75,19,2,0,0,0
20220112211854,1,69,19,2,0,0,0
20220112211855,1,45,18,2,0,0,0
20220112211855,2,71,20,1,0,0,0
20220112211855,3,4,22,2,0,0,0
20220112211856,1,65,18,2,0,0,0
20220112211856,2,33,22,1,0,0,0
20220112211874,1,61,19,1,0,0,0
20220112211878,1,34,18,2,0,0,0
20220112211878,2,33,20,1,0,0,0
20220112211878,3,2,22,2,0,0,0
20220112211878,4,0,22,1,0,0,0
20220112211880,1,66,19,2,0,0,0
20220112211883,1,34,18,2,0,0,0
20220112211883,2,35,20,1,0,0,0
20220112211883,3,9,22,2,0,0,0
20220112211883,4,6,22,1,0,0,0
20220112211885,1,46,18,2,0,0,0
20220112211885,2,39,20,1,0,0,0
20220112211885,3,6,22,1,0,0,0
20220112211885,4,7,22,1,0,0,0
20220112211889,1,55,19,1,0,0,0
20220112211895,1,65,19,2,0,0,0
20220112211896,1,69,19,1,0,0,0
20220112211897,1,85,19,1,60,0,0
20220112211901,1,25,18,2,0,0,0
20220112211901,2,6,22,1,0,0,0
20220112211901,3,4,22,2,0,0,0
20220112211902,1,29,18,2,0,0,0
20220112211902,2,49,24,2,0,0,0
20220112211902,3,26,25,2,0,0,0
20220112211907,1,72,19,2,0,0,0
20220112211909,1,65,18,2,0,0,0
20220112211909,2,55,20,1,0,0,0
20220112211909,3,25,22,2,0,0,0
20220112211910,1,21,19,2,0,0,0
20220112211910,2,22,28,2,0,0,0
20220112211916,1,52,18,2,0,0,0
20220112211916,2,55,20,1,0,0,0
20220112211917,1,85,18,2,60,0,0
20220112211917,2,85,20,1,60,0,0
20220112211919,1,63,18,2,0,0,0
20220112211919,2,52,20,1,0,0,0
20220112211919,3,22,22,1,0,0,0
20220112211922,1,80,19,2,0,0,0
20220112211932,1,49,18,2,0,0,0
20220112211932,2,53,20,1,0,0,0
20220112211932,3,14,22,2,0,0,0
20220112211932,4,11,22,2,0,0,0
20220112211934,1,53,18,2,0,0,0
20220112211934,2,51,20,1,0,0,0
20220112211934,3,31,22,2,0,0,0
20220112211934,4,25,30,1,0,0,0
20220112211936,1,57,18,1,0,0,0
20220112211936,2,56,20,2,0,0,0
20220112211937,1,44,18,1,0,0,0
20220112211937,2,35,20,2,0,0,0
20220112211937,3,10,22,2,0,0,0
20220112211937,4,6,22,2,0,0,0
20220112211937,5,1,22,2,0,0,0
20220112211939,1,55,18,2,0,0,0
20220112211939,2,80,24,2,0,0,0
20220112211939,3,58,25,1,0,0,0
20220112211941,1,16,18,1,0,0,0
20220112211941,2,43,24,1,0,0,0
20220112211941,3,38,24,2,0,0,0
20220112211941,4,12,25,2,0,0,0
20220112211941,5,7,25,2,0,0,0
20220112211941,6,5,25,1,0,0,0
20220112211942,1,85,18,2,60,0,0
20220112211942,2,80,22,2,0,0,0
20220112211947,1,53,18,1,0,0,0
20220112211947,2,50,20,2,0,0,0
20220112211947,3,18,22,2,0,0,0
20220112211947,4,12,22,2,0,0,0
20220112211949,1,63,19,2,0,0,0
20220112211955,1,80,19,2,0,0,0
20220112211965,1,34,18,1,0,0,0
20220112211965,2,40,26,2,0,0,0
20220112211965,3,46,26,1,0,0,0
20220112211965,4,49,20,2,0,0,0
20220112211965,5,9,26,2,0,0,0
20220112211965,6,5,26,2,0,0,0
20220112211965,7,3,26,1,0,0,0
20220112211965,8,26,26,2,0,0,0
20220112211965,9,1,22,2,0,0,0
20220112211969,1,67,18,2,0,0,0
20220112211969,2,68,20,1,0,0,0
20220112211980,1,20,18,2,0,0,0
20220112211980,2,56,24,1,0,0,0
20220112211980,3,53,24,2,0,0,0
20220112211980,4,18,25,1,0,0,0
20220112211980,5,25,25,2,0,0,0
20220112211980,6,22,25,1,0,0,0
20220112211999,1,63,18,2,0,0,0
20220112211999,2,65,20,1,0,0,0
20220112212000,1,70,18,1,0,0,0
20220112212000,2,67,20,2,0,0,0
20220112212005,1,57,19,2,0,0,0
20220112212006,1,43,19,1,0,0,0
20220112212007,1,31,18,2,0,0,0
20220112212007,2,32,20,1,0,0,0
20220112212007,3,5,22,1,0,0,0
20220112212007,4,4,22,2,0,0,0
20220112212007,5,2,22,1,0,0,0
20220112212011,1,18,18,2,0,0,0
20220112212011,2,47,24,1,0,0,0
20220112212011,3,46,24,2,0,0,0
20220112212011,4,14,25,2,0,0,0
20220112212015,1,78,18,1,0,0,0
20220112212015,2,39,22,2,0,0,0
20220112212015,3,14,23,2,0,0,0
20220112212015,4,12,23,1,0,0,0
20220112212015,5,39,26,1,0,0,0
20220112212022,1,76,19,2,0,0,0
20220112212025,1,25,18,2,0,0,0
20220112212025,2,28,20,1,0,0,0
20220112212026,1,53,19,1,0,0,0
20220112212029,1,51,18,1,0,0,0
20220112212029,2,48,20,2,0,0,0
20220112212029,3,8,22,2,0,0,0
20220112212030,1,64,18,2,0,0,0
20220112212030,3,9,23,1,0,0,0
20220112212041,1,62,18,2,0,0,0
20220112212041,2,66,20,1,0,0,0
20220112212042,1,72,19,1,0,0,0
20220112212043,1,62,18,2,0,0,0
20220112212043,2,74,20,1,0,0,0
20220112212045,1,41,18,1,0,0,0
20220112212045,2,66,24,1,0,0,0
20220112212046,1,64,18,1,0,0,0
20220112212046,2,61,20,2,0,0,0
20220112212049,1,31,18,2,0,0,0
20220112212049,2,31,20,1,0,0,0
20220112212049,3,7,22,1,0,0,0
20220112212049,4,3,22,1,0,0,0
20220112212052,1,66,19,2,0,0,0
20220112212054,1,28,18,2,0,0,0
20220112212054,2,29,20,1,0,0,0
20220112212055,1,46,18,2,0,0,0
20220112212055,2,49,20,1,0,0,0
20220112212055,3,14,22,2,0,0,0
20220112212055,4,7,22,2,0,0,0
20220112212061,1,85,18,1,60,0,0
20220112212061,2,85,20,2,60,0,0
20220112212063,1,80,19,1,0,0,0
20220112212063,3,70,29,1,0,0,0
20220112212066,1,60,19,1,0,0,0
20220112212072,1,47,18,1,0,0,0
20220112212072,2,54,20,2,0,0,0
20220112212072,3,20,22,1,0,0,0
20220112212072,4,18,22,2,0,0,0
20220112212087,1,53,18,1,0,0,0
20220112212087,2,40,20,2,0,0,0
20220112212087,3,6,22,2,0,0,0
20220112212093,1,38,18,1,0,0,0
20220112212093,2,29,20,2,0,0,0
20220112212098,1,21,19,1,0,0,0
20220112212098,2,21,30,2,0,0,0
20220112212105,1,85,19,2,60,0,0
20220112212112,1,22,19,2,0,0,0
20220112212112,2,33,21,1,0,0,0
20220112212115,1,68,19,1,0,0,0
20220112212118,1,36,18,1,0,0,0
20220112212118,2,29,20,2,0,0,0
20220112212118,3,5,22,2,0,0,0
20220112212118,4,1,22,2,0,0,0
20220112212119,1,44,18,2,0,0,0
20220112212119,2,53,20,1,0,0,0
20220112212119,3,21,22,1,0,0,0
20220112212119,4,16,22,2,0,0,0
20220112212119,5,79,26,2,0,0,0
20220112212121,1,41,18,2,0,0,0
20220112212121,2,39,20,1,0,0,0
20220112212121,3,7,22,2,0,0,0
20220112212121,4,4,22,2,0,0,0
20220112212125,1,59,18,1,0,0,0
20220112212125,2,59,20,2,0,0,0
20220112212125,3,25,22,2,0,0,0
20220112212125,4,18,22,2,0,0,0
20220112212128,1,72,19,2,0,0,0
20220112212140,1,50,19,1,0,0,0
20220112212141,1,72,19,1,0,0,0
20220112212142,1,71,19,2,0,0,0
20220112212144,1,67,19,2,0,0,0
20220112212146,1,43,18,2,0,0,0
20220112212146,2,40,20,1,0,0,0
20220112212146,3,34,30,1,0,0,0
20220112212146,4,20,22,2,0,0,0
20220112212154,1,74,18,1,0,0,0
20220112212154,2,69,20,2,0,0,0
20220112212164,1,28,18,1,0,0,0
20220112212164,2,23,20,2,0,0,0
20220112212170,1,62,18,1,0,0,0
20220112212170,2,60,20,2,0,0,0
20220112212173,1,45,18,1,0,0,0
20220112212173,2,41,20,2,0,0,0
20220112212173,3,12,22,2,0,0,0
20220112212173,4,11,22,2,0,0,0
20220112212177,1,61,19,1,0,0,0
20220112212177,3,19,22,1,0,0,0
20220112212177,4,15,22,1,0,0,0
20220112212182,1,42,18,2,0,0,0
20220112212182,2,55,20,1,0,0,0
20220112212182,3,14,22,2,0,0,0
20220112212182,4,11,22,1,0,0,0
20220112212187,1,62,18,1,0,0,0
20220112212187,2,71,20,2,0,0,0
20220112212190,1,19,18,1,0,0,0
20220112212190,2,46,24,1,0,0,0
20220112212190,3,47,24,2,0,0,0
20220112212190,4,19,25,2,0,0,0
20220112212190,5,45,30,1,0,0,0
20220112212191,1,33,19,1,0,0,0
20220112212193,1,55,18,2,0,0,0
20220112212193,2,61,20,1,0,0,0
20220112212198,1,74,18,1,0,0,0
20220112212198,2,68,20,2,0,0,0
20220112212207,1,46,19,1,0,0,0
20220112212213,1,73,19,2,0,0,0
20220112212216,1,56,19,1,0,0,0
20220112212226,1,44,19,2,0,0,0
20220112212226,2,75,28,2,0,0,0
20220112212228,1,49,18,1,0,0,0
20220112212228,2,45,20,2,0,0,0
20220112212229,1,69,18,1,0,0,0
20220112212229,2,76,20,2,0,0,0
20220112212230,1,22,18,1,0,0,0
20220112212230,2,52,24,1,0,0,0
20220112212230,3,53,24,2,0,0,0
20220112212230,4,16,25,2,0,0,0
20220112212230,5,20,25,2,0,0,0
20220112212235,1,42,18,2,0,0,0
20220112212235,2,17,22,1,0,0,0
20220112212237,1,26,19,2,0,0,0
20220112212238,1,58,19,1,0,0,0
20220112212243,1,70,18,1,0,0,0
20220112212243,2,71,20,2,0,0,0
20220112212243,3,29,22,1,0,0,0
20220112212248,1,40,18,1,0,0,0
20220112212248,2,32,20,2,0,0,0
20220112212248,3,5,22,1,0,0,0
20220112212248,4,2,22,1,0,0,0
20220112212251,1,18,18,1,0,0,0
20220112212251,2,46,24,2,0,0,0
20220112212251,3,45,24,1,0,0,0
20220112212252,1,45,18,1,0,0,0
20220112212252,2,20,22,1,0,0,0
20220112212252,3,47,21,2,0,0,0
20220112212252,4,12,22,1,0,0,0
20220112212256,1,61,18,1,0,0,0
20220112212256,2,56,20,2,0,0,0
20220112212256,3,22,22,1,0,0,0
20220112212258,1,51,18,1,0,0,0
20220112212258,2,51,20,2,0,0,0
20220112212259,1,16,18,2,0,0,0
20220112212259,2,40,24,2,0,0,0
20220112212259,3,19,25,1,0,0,0
20220112212259,4,10,25,1,0,0,0
20220112212267,1,63,18,1,0,0,0
20220112212267,2,41,29,1,0,0,0
20220112212269,1,59,19,1,0,0,0
20220112212269,2,56,20,2,0,0,0
20220112212274,1,63,18,2,0,0,0
20220112212274,2,65,20,1,0,0,0
20220112212280,1,52,18,1,0,0,0
20220112212280,2,44,20,2,0,0,0
20220112212280,3,16,22,2,0,0,0
20220112212280,4,13,22,2,0,0,0
20220112212280,5,11,22,2,0,0,0
20220112212280,6,8,22,1,0,0,0
20220112212281,1,22,18,1,0,0,0
20220112212281,2,23,20,2,0,0,0
20220112212281,3,2,22,2,0,0,0
20220112212281,4,49,24,2,0,0,0
20220112212284,1,36,18,1,0,0,0
20220112212284,2,33,21,2,0,0,0
20220112212284,3,4,22,2,0,0,0
20220112212284,4,8,22,2,0,0,0
20220112212286,1,64,18,2,0,0,0
20220112212286,2,66,20,1,0,0,0
20220112212290,1,65,19,1,0,0,0
20220112212295,1,51,19,1,0,0,0
20220112212295,2,17,22,2,0,0,0
20220112212304,1,66,19,2,0,0,0
20220112212306,1,80,18,1,0,0,0
20220112212306,2,79,20,2,0,0,0
20220112212309,1,54,18,2,0,0,0
20220112212309,2,59,20,1,0,0,0
20220112212309,3,12,26,2,0,0,0
20220112212309,4,11,26,1,0,0,0
20220112212310,1,48,18,1,0,0,0
20220112212310,2,41,20,2,0,0,0
20220112212310,3,18,22,2,0,0,0
20220112212310,4,16,22,2,0,0,0
20220112212311,1,25,19,1,0,0,0
20220112212313,1,52,18,2,0,0,0
20220112212313,2,17,22,1,0,0,0
20220112212313,6,13,22,2,0,0,0
20220112212313,8,53,21,1,0,0,0
20220112212314,1,60,18,1,0,0,0
20220112212314,2,57,20,2,0,0,0
20220112212314,3,15,22,1,0,0,0
20220112212314,4,12,22,2,0,0,0
20220112212315,1,67,18,2,0,0,0
20220112212315,2,68,20,1,0,0,0
20220112212318,1,45,18,1,0,0,0
20220112212318,2,45,20,2,0,0,0
20220112212319,1,65,18,2,0,0,0
20220112212319,2,66,20,1,0,0,0
20220112212320,1,23,18,1,0,0,0
20220112212320,2,22,20,2,0,0,0
20220112212320,3,0,22,2,0,0,0
20220112212331,1,56,19,1,0,0,0
20220112212332,1,50,18,2,0,0,0
20220112212332,2,49,25,2,0,0,0
20220112212335,1,73,18,1,0,0,0
20220112212352,1,56,18,1,0,0,0
20220112212352,2,57,20,2,0,0,0
20220112212352,3,22,22,1,0,0,0
20220112212354,1,17,18,1,0,0,0
20220112212354,2,52,24,1,0,0,0
20220112212354,3,53,24,2,0,0,0
20220112212354,4,19,25,1,0,0,0
20220112212359,1,20,18,1,0,0,0
20220112212359,2,60,24,1,0,0,0
20220112212359,3,56,24,2,0,0,0
20220112212359,4,21,25,1,0,0,0
20220112212360,1,50,19,1,0,0,0
20220112212360,2,56,21,2,0,0,0
20220112212364,1,62,18,1,0,0,0
20220112212364,2,52,20,2,0,0,0
20220112212366,1,39,18,1,0,0,0
20220112212366,2,34,20,2,0,0,0
20220112212366,3,12,22,1,0,0,0
20220112212366,4,10,22,1,0,0,0
20220112212366,5,9,22,2,0,0,0
20220112212366,6,6,22,1,0,0,0
20220112212370,1,69,18,1,0,0,0
20220112212370,2,68,20,2,0,0,0
20220112212376,1,45,18,2,0,0,0
20220112212376,2,47,20,1,0,0,0
20220112212376,3,18,22,1,0,0,0
20220112212376,4,14,22,2,0,0,0
20220112212377,1,73,18,1,0,0,0
20220112212377,2,74,20,2,0,0,0
20220112212382,1,85,19,1,60,0,0
20220112212383,1,36,18,2,0,0,0
20220112212383,2,38,20,1,0,0,0
20220112212383,3,7,22,2,0,0,0
20220112212383,4,4,22,1,0,0,0
20220112212383,5,3,22,1,0,0,0
20220112212384,1,61,18,2,0,0,0
20220112212384,2,59,20,1,0,0,0
20220112212384,3,27,22,2,0,0,0
20220112212388,1,77,18,2,0,0,0
20220112212388,2,66,20,1,0,0,0
20220112212388,3,30,22,2,0,0,0
20220112212394,1,40,18,2,0,0,0
20220112212394,2,6,22,1,0,0,0
20220112212394,3,3,22,1,0,0,0
20220112212395,1,71,19,2,0,0,0
20220112212398,1,73,19,2,0,0,0
20220112212404,1,40,18,2,0,0,0
20220112212404,2,57,20,2,0,0,0
20220112212404,3,18,22,1,0,0,0
20220112212404,4,17,22,1,0,0,0
20220112212406,1,29,18,2,0,0,0
20220112212406,2,30,20,1,0,0,0
20220112212410,1,49,19,2,0,0,0
20220112212414,1,30,18,2,0,0,0
20220112212414,2,33,21,1,0,0,0
20220112212414,3,6,22,1,0,0,0
20220112212414,4,0,22,2,0,0,0
20220112212419,1,54,18,2,0,0,0
20220112212419,2,59,20,1,0,0,0
20220112212423,1,85,18,2,60,0,0
20220112212423,2,68,22,2,0,0,0
20220112212424,1,32,18,1,0,0,0
20220112212424,2,29,20,2,0,0,0
20220112212424,3,1,22,1,0,0,0
20220112212430,1,66,18,1,0,0,0
20220112212430,2,58,20,2,0,0,0
20220112212430,3,17,22,1,0,0,0
20220112212431,1,31,18,1,0,0,0
20220112212431,2,43,28,1,0,0,0
20220112212431,3,39,28,2,0,0,0
20220112212431,4,20,28,1,0,0,0
20220112212431,6,9,28,1,0,0,0
20220112212431,7,7,22,2,0,0,0
20220112212433,1,51,18,1,0,0,0
20220112212433,2,46,20,2,0,0,0
20220112212433,3,21,22,2,0,0,0
20220112212433,4,14,22,1,0,0,0
20220112212443,1,63,18,2,0,0,0
20220112212443,2,62,20,1,0,0,0
20220112212446,1,33,18,1,0,0,0
20220112212446,2,32,20,2,0,0,0
20220112212452,1,47,19,1,0,0,0
20220112212454,1,55,18,1,0,0,0
20220112212454,2,78,24,2,0,0,0
20220112212459,1,50,18,2,0,0,0
20220112212459,2,43,20,1,0,0,0
20220112212459,3,21,22,2,0,0,0
20220112212465,1,77,19,2,0,0,0
20220112212466,1,61,18,2,0,0,0
20220112212466,2,69,20,1,0,0,0
20220112212467,1,80,18,1,0,0,0
20220112212467,2,77,20,2,0,0,0
20220112212473,1,61,18,2,0,0,0
20220112212473,2,26,22,2,0,0,0
20220112212481,1,58,19,1,0,0,0
20220112212483,1,74,18,1,0,0,0
20220112212483,2,73,20,2,0,0,0
20220112212487,1,28,19,2,0,0,0
20220112212487,2,30,21,1,0,0,0
20220112212493,1,47,19,1,0,0,0
20220112212497,1,77,19,1,0,0,0
20220112212500,1,73,18,1,0,0,0
20220112212500,2,37,22,1,0,0,0
20220112212506,1,46,19,2,0,0,0
20220112212515,1,44,18,1,0,0,0
20220112212515,2,45,20,2,0,0,0
20220112212515,3,21,22,2,0,0,0
20220112212515,4,13,22,2,0,0,0
20220112212515,5,12,22,1,0,0,0
20220112212520,1,74,18,2,0,0,0
20220112212520,2,80,20,1,0,0,0
20220112212523,1,52,19,2,0,0,0
20220112212523,2,17,22,1,0,0,0
20220112212525,1,49,18,2,0,0,0
20220112212525,2,32,22,1,0,0,0
20220112212525,3,14,23,2,0,0,0
20220112212529,1,68,18,2,0,0,0
20220112212529,2,72,20,1,0,0,0
20220112212530,1,32,18,2,0,0,0
20220112212530,2,13,22,1,0,0,0
20220112212530,3,10,22,2,0,0,0
20220112212536,1,78,19,2,0,0,0
20220112212538,1,36,18,1,0,0,0
20220112212538,2,36,20,2,0,0,0
20220112212538,3,5,22,2,0,0,0
20220112212538,4,1,22,2,0,0,0
20220112212542,1,40,18,1,0,0,0
20220112212542,2,38,20,2,0,0,0
20220112212542,3,8,22,2,0,0,0
20220112212542,4,3,22,1,0,0,0
20220112212556,1,68,19,2,0,0,0
20220112212556,2,28,30,2,0,0,0
20220112212558,1,45,18,2,0,0,0
20220112212558,2,20,22,2,0,0,0
20220112212558,3,14,22,1,0,0,0
20220112212565,1,42,18,2,0,0,0
20220112212565,2,10,22,2,0,0,0
20220112212569,1,80,19,1,0,0,0
20220112212570,1,24,19,1,0,0,0
20220112212571,1,50,18,1,0,0,0
20220112212571,2,50,20,2,0,0,0
20220112212571,3,16,22,1,0,0,0
20220112212571,4,13,22,2,0,0,0
20220112212574,1,59,18,1,0,0,0
20220112212574,2,40,20,2,0,0,0
20220112212578,1,78,19,2,0,0,0
20220112212578,2,71,21,1,0,0,0
20220112212581,1,21,19,1,0,0,0
20220112212586,1,70,19,1,0,0,0
20220112212589,1,61,18,2,0,0,0
20220112212589,2,59,20,1,0,0,0
20220112212589,3,30,22,2,0,0,0
20220112212593,1,68,18,2,0,0,0
20220112212593,2,68,20,1,0,0,0
20220112212593,3,28,22,1,0,0,0
20220112212598,1,57,18,2,0,0,0
20220112212598,2,61,20,1,0,0,0
20220112212598,3,19,22,2,0,0,0
20220112212598,4,17,22,2,0,0,0
20220112212600,1,79,19,1,0,0,0
20220201220003,1,65,18,2,0,0,0
20220201220003,2,26,22,1,0,0,0
20220201220004,1,38,18,1,0,0,0
20220201220004,2,30,28,1,0,0,0
20220201220007,1,35,18,2,0,0,0
20220201220007,2,36,20,1,0,0,0
20220201220007,3,8,22,2,0,0,0
20220201220015,1,56,18,2,0,0,0
20220201220015,2,59,20,1,0,0,0
20220201220020,1,45,18,2,0,0,0
20220201220020,2,76,24,2,0,0,0
20220201220020,4,22,26,1,0,0,0
20220201220029,1,31,18,2,0,0,0
20220201220029,2,33,20,1,0,0,0
20220201220036,1,77,19,2,0,0,0
20220201220040,1,69,18,2,0,0,0
20220201220040,2,78,20,1,0,0,0
20220201220045,1,19,18,2,0,0,0
20220201220045,2,55,24,1,0,0,0
20220201220045,3,50,24,2,0,0,0
20220201220045,4,20,25,1,0,0,0
20220201220045,5,17,25,2,0,0,0
20220201220045,6,14,25,2,0,0,0
20220201220045,7,12,25,2,0,0,0
20220201220045,8,10,25,2,0,0,0
20220201220047,1,85,19,2,60,0,0
20220201220063,1,30,18,1,0,0,0
20220201220063,2,32,20,1,0,0,0
20220201220068,1,58,19,2,0,0,0
20220201220073,1,47,18,1,0,0,0
20220201220073,2,37,20,2,0,0,0
20220201220073,3,10,22,1,0,0,0
20220201220073,4,8,22,2,0,0,0
20220201220510,1,80,18,1,0,0,0
20220201220510,2,80,20,2,0,0,0
20220201220514,1,41,18,1,0,0,0
20220201220514,2,43,25,1,0,0,0
20220201220518,1,31,18,2,0,0,0
20220201220518,2,15,22,1,0,0,0
20220201220518,3,8,22,2,0,0,0
20220201220518,4,6,22,1,0,0,0
20220201220518,5,5,22,2,0,0,0
20220201220520,1,23,19,2,0,0,0
20220201220520,2,21,20,1,0,0,0
20220201220525,1,64,18,2,0,0,0
20220201220525,2,37,22,1,0,0,0
20220201220525,3,73,20,1,0,0,0
20220201220530,1,72,19,1,0,0,0
20220201220534,1,54,18,1,0,0,0
20220201220534,2,52,20,2,0,0,0
20220201220534,3,15,22,2,0,0,0
20220201220537,1,75,19,2,0,0,0
20220201220538,1,27,18,2,0,0,0
20220201220538,2,41,20,1,0,0,0
20220201220538,3,2,22,1,0,0,0
20220201220538,4,9,22,2,0,0,0
20220201220538,5,0,22,1,0,0,0
20220201220545,1,69,19,1,0,0,0
20220201220545,2,56,21,2,0,0,0
20220201220549,1,51,18,2,0,0,0
20220201220549,2,67,20,1,0,0,0
20220201220549,3,17,22,1,0,0,0
20220201220550,1,39,18,2,0,0,0
20220201220550,2,42,20,1,0,0,0
20220201220550,3,2,22,1,0,0,0
20220201220550,4,7,22,1,0,0,0
20220201220550,5,65,24,2,0,0,0
20220201220554,1,67,19,1,0,0,0
20220201220558,1,66,18,2,0,0,0
20220201220558,2,67,20,1,0,0,0
20220201220561,1,56,18,2,0,0,0
20220201220561,2,15,22,2,0,0,0
20220201220563,1,16,18,2,0,0,0
20220201220563,2,39,24,1,0,0,0
20220201220563,3,38,24,2,0,0,0
20220201220563,4,13,25,2,0,0,0
20220201220563,5,10,25,1,0,0,0
20220201220565,1,26,18,2,0,0,0
20220201220565,2,25,21,1,0,0,0
20220201220569,1,70,19,1,0,0,0
20220201220571,1,35,18,2,0,0,0
20220201220571,2,38,20,1,0,0,0
20220201220571,3,13,22,1,0,0,0
20220201220571,4,6,22,2,0,0,0
20220201220571,5,3,22,1,0,0,0
20220201220575,1,68,18,1,0,0,0
20220201220575,2,69,20,2,0,0,0
20220201220579,1,53,19,1,0,0,0
20220201220584,1,33,18,2,0,0,0
20220201220584,2,14,22,2,0,0,0
20220201220584,3,10,22,1,0,0,0
20220201220587,1,68,18,1,0,0,0
20220201220587,2,66,20,2,0,0,0
20220201220588,1,15,18,1,0,0,0
20220201220588,2,41,24,2,0,0,0
20220201220588,4,13,25,1,0,0,0
20220201220588,5,10,25,2,0,0,0
20220201220589,1,61,19,2,0,0,0
20220201220590,1,67,19,2,0,0,0
20220201220591,1,80,19,1,0,0,0
20220201220593,1,65,18,1,0,0,0
20220201220593,2,28,22,2,0,0,0
20220201220593,3,54,20,2,0,0,0
20220201220594,1,67,19,1,0,0,0
20220201220602,1,33,18,1,0,0,0
20220201220602,2,30,21,2,0,0,0
20220201220603,1,65,18,2,0,0,0
20220201220603,2,67,20,1,0,0,0
20220201220606,1,76,19,1,0,0,0
20220201220607,1,24,18,2,0,0,0
20220201220607,2,24,20,1,0,0,0
20220201220610,1,47,18,2,0,0,0
20220201220610,2,70,20,1,0,0,0
20220201220615,1,49,18,2,0,0,0
20220201220615,2,59,20,1,0,0,0
20220201220627,1,15,18,2,0,0,0
20220201220627,2,44,24,2,0,0,0
20220201220627,3,42,24,1,0,0,0
20220201220627,5,13,25,2,0,0,0
20220201220627,6,10,25,1,0,0,0
20220201220629,1,46,19,1,0,0,0
20220201220631,1,33,18,2,0,0,0
20220201220631,2,34,20,1,0,0,0
20220201220631,3,4,22,1,0,0,0
20220201220631,4,2,22,2,0,0,0
20220201220632,1,79,19,1,0,0,0
20220201220635,1,71,19,2,0,0,0
20220201220636,1,51,18,2,0,0,0
20220201220636,2,54,20,1,0,0,0
20220201220636,3,19,22,1,0,0,0
20220201220636,4,19,22,2,0,0,0
20220201220636,5,7,22,2,0,0,0
20220201220639,1,51,18,2,0,0,0
20220201220639,2,66,20,1,0,0,0
20220201220648,1,63,19,2,0,0,0
20220201220656,1,25,19,1,0,0,0
20220201220656,2,26,21,2,0,0,0
20220201220662,1,35,18,1,0,0,0
20220201220662,2,36,20,2,0,0,0
20220201220662,3,6,22,1,0,0,0
20220201220662,4,6,22,2,0,0,0
20220201220663,1,68,18,2,0,0,0
20220201220663,2,77,20,1,0,0,0
20220201220678,1,66,18,2,0,0,0
20220201220678,2,73,20,1,0,0,0
20220201220680,1,27,18,1,0,0,0
20220201220680,2,25,20,2,0,0,0
20220201220680,3,2,22,2,0,0,0
20220201220680,4,1,22,1,0,0,0
20220201220682,1,29,19,2,0,0,0
20220201220684,1,39,18,1,0,0,0
20220201220684,2,35,20,2,0,0,0
20220201220684,3,4,22,2,0,0,0
20220201220684,4,7,22,1,0,0,0
20220201220684,5,0,22,2,0,0,0
20220201220687,1,40,18,1,0,0,0
20220201220687,2,40,20,2,0,0,0
20220201220687,3,9,22,1,0,0,0
20220201220690,1,55,18,2,0,0,0
20220201220690,2,61,20,2,0,0,0
20220201220691,1,25,18,1,0,0,0
20220201220691,2,48,20,1,0,0,0
20220201220692,1,18,18,2,0,0,0
20220201220692,2,61,24,1,0,0,0
20220201220692,3,58,24,2,0,0,0
20220201220692,4,21,25,2,0,0,0
20220201220700,1,65,19,1,0,0,0
20220201220708,1,27,18,2,0,0,0
20220201220708,2,31,21,1,0,0,0
20220201220713,1,44,18,2,0,0,0
20220201220713,2,47,20,1,0,0,0
20220201220713,3,6,22,2,0,0,0
20220201220718,1,56,18,1,0,0,0
20220201220718,2,56,20,2,0,0,0
20220201220729,1,68,18,2,0,0,0
20220201220729,2,72,20,1,0,0,0
20220201220739,1,69,18,1,0,0,0
